Location,Survey,Effort,Year,Surveyor
Mariner's Point,8,20,2022,JH
Mariner's Point,9,20,2022,JH
Mariner's Point,10,20,2022,JH
Mariner's Point,11,20,2022,JH
Mariner's Point,12,20,2022,JH
Mariner's Point,13,20,2022,JH
Mariner's Point,14,20,2022,JH
Mariner's Point,15,20,2022,JH
Mariner's Point,16,20,2022,JH
Mariner's Point,17,20,2022,JH
Mariner's Point,18,20,2022,JH
Mariner's Point,19,20,2022,JH
Mariner's Point,20,20,2022,JH
Marta,1,5,2021,CA
Marta,2,5,2021,CA
Marta,3,5,2021,CA
Marta,4,5,2021,CA
Marta,5,5,2021,CA
Martinez RS,1,16,2021,CA
Martinez RS,2,16,2021,CA
Martinez RS,3,16,2021,CA
Martinez RS,4,16,2021,CA
Martinez RS,5,16,2021,CA
Martinez RS,6,16,2021,CA
Martinez RS,7,16,2021,CA
Martinez RS,8,16,2021,CA
Martinez RS,9,16,2021,CA
Martinez RS,10,16,2021,CA
Martinez RS,11,16,2021,CA
Martinez RS,12,16,2021,CA
Martinez RS,13,16,2021,CA
Martinez RS,14,16,2021,CA
Martinez RS,15,16,2021,CA
Martinez RS,16,16,2021,CA
McLaughlin Shoreline,1,5,2021,CA
McLaughlin Shoreline,2,5,2021,CA
McLaughlin Shoreline,3,5,2021,CA
McLaughlin Shoreline,4,5,2021,CA
McLaughlin Shoreline,5,5,2021,CA
McNabney,1,11,2021,CA
McNabney,2,11,2021,CA
McNabney,3,11,2021,CA
McNabney,4,11,2021,CA
McNabney,5,11,2021,CA
McNabney,6,11,2021,CA
McNabney,7,11,2021,CA
McNabney,8,11,2021,CA
McNabney,9,11,2021,CA
McNabney,10,11,2021,CA
McNabney,11,11,2021,CA
MLK,1,18,2021,CA
MLK,2,18,2021,CA
MLK,3,18,2021,CA
MLK,4,18,2021,CA
MLK,5,18,2021,CA
MLK,6,18,2021,CA
MLK,7,18,2021,CA
MLK,8,18,2021,CA
MLK,9,18,2021,CA
MLK,10,18,2021,CA
MLK,11,18,2021,CA
MLK,12,18,2021,CA
MLK,13,18,2021,CA
MLK,14,18,2021,CA
MLK,15,18,2021,CA
MLK,16,18,2021,CA
MLK,17,18,2021,CA
MLK,18,18,2021,CA
Mountain View Slough,1,10,2021,CA
Mountain View Slough,2,10,2021,CA
Mountain View Slough,3,10,2021,CA
Mountain View Slough,4,10,2021,CA
Mountain View Slough,5,10,2021,CA
Mountain View Slough,6,10,2021,CA
Mountain View Slough,7,10,2021,CA
Mountain View Slough,8,10,2021,CA
Mountain View Slough,9,10,2021,CA
Mountain View Slough,10,10,2021,CA
Mundy,1,17,2021,CA
Mundy,2,17,2021,CA
Mundy,3,17,2021,CA
Mundy,4,17,2021,CA
Mundy,5,17,2021,CA
Mundy,6,17,2021,CA
Mundy,7,17,2021,CA
Mundy,8,17,2021,CA
Mundy,9,17,2021,CA
Mundy,10,17,2021,CA
Mundy,11,17,2021,CA
Mundy,12,17,2021,CA
Mundy,13,17,2021,CA
Mundy,14,17,2021,CA
Mundy,15,17,2021,CA
Mundy,16,17,2021,CA
Mundy,17,17,2021,CA
Munster Property,1,20,2022,JH
Munster Property,2,20,2022,JH
Munster Property,3,20,2022,JH
Munster Property,4,20,2022,JH
Munster Property,5,20,2022,JH
Munster Property,6,20,2022,JH
Munster Property,7,20,2022,JH
Munster Property,8,20,2022,JH
Munster Property,9,20,2022,JH
Munster Property,10,20,2022,JH
Munster Property,11,20,2022,JH
Munster Property,12,20,2022,JH
Munster Property,13,20,2022,JH
Munster Property,14,20,2022,JH
Munster Property,15,20,2022,JH
Munster Property,16,20,2022,JH
Munster Property,17,20,2022,JH
Munster Property,18,20,2022,JH
Munster Property,19,20,2022,JH
Munster Property,20,20,2022,JH
Muzzi North,1,11,2021,CA
Muzzi North,2,11,2021,CA
Muzzi North,3,11,2021,CA
Muzzi North,4,11,2021,CA
Muzzi North,5,11,2021,CA
Muzzi North,6,11,2021,CA
Muzzi North,7,11,2021,CA
Muzzi North,8,11,2021,CA
Muzzi North,9,11,2021,CA
Muzzi North,10,11,2021,CA
Muzzi North,11,11,2021,CA
Muzzi South,1,19,2021,CA
Muzzi South,2,19,2021,CA
Muzzi South,3,19,2021,CA
Muzzi South,4,19,2021,CA
Muzzi South,5,19,2021,CA
Muzzi South,6,19,2021,CA
Muzzi South,7,19,2021,CA
Muzzi South,8,19,2021,CA
Muzzi South,9,19,2021,CA
Muzzi South,10,19,2021,CA
Muzzi South,11,19,2021,CA
Muzzi South,12,19,2021,CA
Muzzi South,13,19,2021,CA
Muzzi South,14,19,2021,CA
Muzzi South,15,19,2021,CA
Muzzi South,16,19,2021,CA
Muzzi South,17,19,2021,CA
Muzzi South,18,19,2021,CA
Muzzi South,19,19,2021,CA
New Chicago,1,11,2021,CA
New Chicago,2,11,2021,CA
New Chicago,3,11,2021,CA
New Chicago,4,11,2021,CA
New Chicago,5,11,2021,CA
New Chicago,6,11,2021,CA
New Chicago,7,11,2021,CA
New Chicago,8,11,2021,CA
New Chicago,9,11,2021,CA
New Chicago,10,11,2021,CA
New Chicago,11,11,2021,CA
Newark Mouse Pasture,1,7,2021,CA
Newark Mouse Pasture,2,7,2021,CA
Newark Mouse Pasture,3,7,2021,CA
Newark Mouse Pasture,4,7,2021,CA
Newark Mouse Pasture,5,7,2021,CA
Newark Mouse Pasture,6,7,2021,CA
Newark Mouse Pasture,7,7,2021,CA
Novato Creek,1,20,2022,JH
Novato Creek,2,20,2022,JH
Novato Creek,3,20,2022,JH
Novato Creek,4,20,2022,JH
Novato Creek,5,20,2022,JH
Novato Creek,6,20,2022,JH
Novato Creek,7,20,2022,JH
Novato Creek,8,20,2022,JH
Novato Creek,9,20,2022,JH
Novato Creek,10,20,2022,JH
Novato Creek,11,20,2022,JH
Novato Creek,12,20,2022,JH
Novato Creek,13,20,2022,JH
Novato Creek,14,20,2022,JH
Novato Creek,15,20,2022,JH
Novato Creek,16,20,2022,JH
Novato Creek,17,20,2022,JH
Novato Creek,18,20,2022,JH
Novato Creek,19,20,2022,JH
Novato Creek,20,20,2022,JH
Oakland Airport,1,20,2022,JH
Oakland Airport,2,20,2022,JH
Oakland Airport,3,20,2022,JH
Oakland Airport,4,20,2022,JH
Oakland Airport,5,20,2022,JH
Oakland Airport,6,20,2022,JH
Oakland Airport,7,20,2022,JH
Oakland Airport,8,20,2022,JH
Oakland Airport,9,20,2022,JH
Oakland Airport,10,20,2022,JH
Oakland Airport,11,20,2022,JH
Oakland Airport,12,20,2022,JH
Oakland Airport,13,20,2022,JH
Oakland Airport,14,20,2022,JH
Oakland Airport,15,20,2022,JH
Oakland Airport,16,20,2022,JH
Oakland Airport,17,20,2022,JH
Oakland Airport,18,20,2022,JH
Oakland Airport,19,20,2022,JH
Oakland Airport,20,20,2022,JH
Piper Park,1,13,2021,CA
Piper Park,2,13,2021,CA
Piper Park,3,13,2021,CA
Piper Park,4,13,2021,CA
Piper Park,5,13,2021,CA
Piper Park,6,13,2021,CA
Piper Park,7,13,2021,CA
Piper Park,8,13,2021,CA
Piper Park,9,13,2021,CA
Piper Park,10,13,2021,CA
Piper Park,11,13,2021,CA
Piper Park,12,13,2021,CA
Piper Park,13,13,2021,CA
Plummer Slough Bridge,1,20,2022,JH
Plummer Slough Bridge,2,20,2022,JH
Plummer Slough Bridge,3,20,2022,JH
Plummer Slough Bridge,4,20,2022,JH
Plummer Slough Bridge,5,20,2022,JH
Plummer Slough Bridge,6,20,2022,JH
Plummer Slough Bridge,7,20,2022,JH
Plummer Slough Bridge,8,20,2022,JH
Plummer Slough Bridge,9,20,2022,JH
Plummer Slough Bridge,10,20,2022,JH
Plummer Slough Bridge,11,20,2022,JH
Plummer Slough Bridge,12,20,2022,JH
Plummer Slough Bridge,13,20,2022,JH
Plummer Slough Bridge,14,20,2022,JH
Plummer Slough Bridge,15,20,2022,JH
Plummer Slough Bridge,16,20,2022,JH
Plummer Slough Bridge,17,20,2022,JH
Plummer Slough Bridge,18,20,2022,JH
Plummer Slough Bridge,19,20,2022,JH
Plummer Slough Bridge,20,20,2022,JH
Whittell,1,18,2021,CA
Whittell,2,18,2021,CA
Whittell,3,18,2021,CA
Whittell,4,18,2021,CA
Whittell,5,18,2021,CA
Whittell,6,18,2021,CA
Whittell,7,18,2021,CA
Whittell,8,18,2021,CA
Whittell,9,18,2021,CA
Whittell,10,18,2021,CA
Whittell,11,18,2021,CA
Whittell,12,18,2021,CA
Whittell,13,18,2021,CA
Whittell,14,18,2021,CA
Whittell,15,18,2021,CA
Whittell,16,18,2021,CA
Whittell,17,18,2021,CA
Whittell,18,18,2021,CA
Point Pinole,1,19,2022,JH
Point Pinole,2,19,2022,JH
Point Pinole,3,19,2022,JH
Point Pinole,4,19,2022,JH
Point Pinole,5,19,2022,JH
Point Pinole,6,19,2022,JH
Point Pinole,7,19,2022,JH
Point Pinole,8,19,2022,JH
Point Pinole,9,19,2022,JH
Point Pinole,10,19,2022,JH
Point Pinole,11,19,2022,JH
Point Pinole,12,19,2022,JH
Point Pinole,13,19,2022,JH
Point Pinole,14,19,2022,JH
Point Pinole,15,19,2022,JH
Point Pinole,16,19,2022,JH
Point Pinole,17,19,2022,JH
Point Pinole,18,19,2022,JH
Point Pinole,19,19,2022,JH
Professional Circle,1,20,2022,JH
Professional Circle,2,20,2022,JH
Professional Circle,3,20,2022,JH
Professional Circle,4,20,2022,JH
Professional Circle,5,20,2022,JH
Professional Circle,6,20,2022,JH
Professional Circle,7,20,2022,JH
Professional Circle,8,20,2022,JH
Professional Circle,9,20,2022,JH
Professional Circle,10,20,2022,JH
Professional Circle,11,20,2022,JH
Professional Circle,12,20,2022,JH
Professional Circle,13,20,2022,JH
Professional Circle,14,20,2022,JH
Professional Circle,15,20,2022,JH
Professional Circle,16,20,2022,JH
Professional Circle,17,20,2022,JH
Professional Circle,18,20,2022,JH
Professional Circle,19,20,2022,JH
Professional Circle,20,20,2022,JH
Radio Point,1,8,2021,CA
Radio Point,2,8,2021,CA
Radio Point,3,8,2021,CA
Radio Point,4,8,2021,CA
Radio Point,5,8,2021,CA
Radio Point,6,8,2021,CA
Radio Point,7,8,2021,CA
Radio Point,8,8,2021,CA
Ravenswood CA,1,11,2021,CA
Ravenswood CA,2,11,2021,CA
Ravenswood CA,3,11,2021,CA
Ravenswood CA,4,11,2021,CA
Ravenswood CA,5,11,2021,CA
Ravenswood CA,6,11,2021,CA
Ravenswood CA,7,11,2021,CA
Ravenswood CA,8,11,2021,CA
Ravenswood CA,9,11,2021,CA
Ravenswood CA,10,11,2021,CA
Ravenswood CA,11,11,2021,CA
Ravenswood Slough JH,1,10,2022,JH
Ravenswood Slough JH,2,10,2022,JH
Ravenswood Slough JH,3,10,2022,JH
Ravenswood Slough JH,4,10,2022,JH
Ravenswood Slough JH,5,10,2022,JH
Ravenswood Slough JH,6,10,2022,JH
Ravenswood Slough JH,7,10,2022,JH
Ravenswood Slough JH,8,10,2022,JH
Ravenswood Slough JH,9,10,2022,JH
Ravenswood Slough JH,10,10,2022,JH
Renzel Wetlands,1,20,2021,CA
Renzel Wetlands,2,20,2021,CA
Renzel Wetlands,3,20,2021,CA
Renzel Wetlands,4,20,2021,CA
Renzel Wetlands,5,20,2021,CA
Renzel Wetlands,6,20,2021,CA
Renzel Wetlands,7,20,2021,CA
Renzel Wetlands,8,20,2021,CA
Renzel Wetlands,9,20,2021,CA
Renzel Wetlands,10,20,2021,CA
Renzel Wetlands,11,20,2021,CA
Renzel Wetlands,12,20,2021,CA
Renzel Wetlands,13,20,2021,CA
Renzel Wetlands,14,20,2021,CA
Renzel Wetlands,15,20,2021,CA
Renzel Wetlands,16,20,2021,CA
Renzel Wetlands,17,20,2021,CA
Renzel Wetlands,18,20,2021,CA
Renzel Wetlands,19,20,2021,CA
Renzel Wetlands,20,20,2021,CA
Ringstrom,1,14,2021,CA
Ringstrom,2,14,2021,CA
Ringstrom,3,14,2021,CA
Ringstrom,4,14,2021,CA
Ringstrom,5,14,2021,CA
Ringstrom,6,14,2021,CA
Ringstrom,7,14,2021,CA
Ringstrom,8,14,2021,CA
Ringstrom,9,14,2021,CA
Ringstrom,10,14,2021,CA
Ringstrom,11,14,2021,CA
Ringstrom,12,14,2021,CA
Ringstrom,13,14,2021,CA
Ringstrom,14,14,2021,CA
Rush Creek,1,10,2022,JH
Rush Creek,2,10,2022,JH
Rush Creek,3,10,2022,JH
Rush Creek,4,10,2022,JH
Rush Creek,5,10,2022,JH
Rush Creek,6,10,2022,JH
Rush Creek,7,10,2022,JH
Rush Creek,8,10,2022,JH
Rush Creek,9,10,2022,JH
Rush Creek,10,10,2022,JH
San Bruno Canal,1,16,2022,JH
San Bruno Canal,2,16,2022,JH
San Bruno Canal,3,16,2022,JH
San Bruno Canal,4,16,2022,JH
San Bruno Canal,5,16,2022,JH
San Bruno Canal,6,16,2022,JH
San Bruno Canal,7,16,2022,JH
San Bruno Canal,8,16,2022,JH
San Bruno Canal,9,16,2022,JH
San Bruno Canal,10,16,2022,JH
San Bruno Canal,11,16,2022,JH
San Bruno Canal,12,16,2022,JH
San Bruno Canal,13,16,2022,JH
San Bruno Canal,14,16,2022,JH
San Bruno Canal,15,16,2022,JH
San Bruno Canal,16,16,2022,JH
San Mateo Bridge,1,20,2022,JH
San Mateo Bridge,2,20,2022,JH
San Mateo Bridge,3,20,2022,JH
San Mateo Bridge,4,20,2022,JH
San Mateo Bridge,5,20,2022,JH
San Mateo Bridge,6,20,2022,JH
San Mateo Bridge,7,20,2022,JH
San Mateo Bridge,8,20,2022,JH
San Mateo Bridge,9,20,2022,JH
San Mateo Bridge,10,20,2022,JH
San Mateo Bridge,11,20,2022,JH
San Mateo Bridge,12,20,2022,JH
San Mateo Bridge,13,20,2022,JH
San Mateo Bridge,14,20,2022,JH
San Mateo Bridge,15,20,2022,JH
San Mateo Bridge,16,20,2022,JH
San Mateo Bridge,17,20,2022,JH
San Mateo Bridge,18,20,2022,JH
San Mateo Bridge,19,20,2022,JH
San Mateo Bridge,20,20,2022,JH
San Pablo Creek,1,14,2021,CA
San Pablo Creek,2,14,2021,CA
San Pablo Creek,3,14,2021,CA
San Pablo Creek,4,14,2021,CA
San Pablo Creek,5,14,2021,CA
San Pablo Creek,6,14,2021,CA
San Pablo Creek,7,14,2021,CA
San Pablo Creek,8,14,2021,CA
San Pablo Creek,9,14,2021,CA
San Pablo Creek,10,14,2021,CA
San Pablo Creek,11,14,2021,CA
San Pablo Creek,12,14,2021,CA
San Pablo Creek,13,14,2021,CA
San Pablo Creek,14,14,2021,CA
Snag Island,1,20,2022,JH
Snag Island,2,20,2022,JH
Snag Island,3,20,2022,JH
Snag Island,4,20,2022,JH
Snag Island,5,20,2022,JH
Snag Island,6,20,2022,JH
Snag Island,7,20,2022,JH
Snag Island,8,20,2022,JH
Snag Island,9,20,2022,JH
Snag Island,10,20,2022,JH
Snag Island,11,20,2022,JH
Snag Island,12,20,2022,JH
Snag Island,13,20,2022,JH
Snag Island,14,20,2022,JH
Snag Island,15,20,2022,JH
Snag Island,16,20,2022,JH
Snag Island,17,20,2022,JH
Snag Island,18,20,2022,JH
Snag Island,19,20,2022,JH
Snag Island,20,20,2022,JH
Steinberger Slough,1,12,2021,CA
Steinberger Slough,2,12,2021,CA
Steinberger Slough,3,12,2021,CA
Steinberger Slough,4,12,2021,CA
Steinberger Slough,5,12,2021,CA
Steinberger Slough,6,12,2021,CA
Steinberger Slough,7,12,2021,CA
Steinberger Slough,8,12,2021,CA
Steinberger Slough,9,12,2021,CA
Steinberger Slough,10,12,2021,CA
Steinberger Slough,11,12,2021,CA
Steinberger Slough,12,12,2021,CA
Strip Marsh East,1,20,2022,JH
Strip Marsh East,2,20,2022,JH
Strip Marsh East,3,20,2022,JH
Strip Marsh East,4,20,2022,JH
Strip Marsh East,5,20,2022,JH
Strip Marsh East,6,20,2022,JH
Strip Marsh East,7,20,2022,JH
Strip Marsh East,8,20,2022,JH
Strip Marsh East,9,20,2022,JH
Strip Marsh East,10,20,2022,JH
Strip Marsh East,11,20,2022,JH
Strip Marsh East,12,20,2022,JH
Strip Marsh East,13,20,2022,JH
Strip Marsh East,14,20,2022,JH
Strip Marsh East,15,20,2022,JH
Strip Marsh East,16,20,2022,JH
Strip Marsh East,17,20,2022,JH
Strip Marsh East,18,20,2022,JH
Strip Marsh East,19,20,2022,JH
Strip Marsh East,20,20,2022,JH
Tiscornia Marsh,1,9,2021,CA
Tiscornia Marsh,2,9,2021,CA
Tiscornia Marsh,3,9,2021,CA
Tiscornia Marsh,4,9,2021,CA
Tiscornia Marsh,5,9,2021,CA
Tiscornia Marsh,6,9,2021,CA
Tiscornia Marsh,7,9,2021,CA
Tiscornia Marsh,8,9,2021,CA
Tiscornia Marsh,9,9,2021,CA
West Family,1,17,2021,CA
West Family,2,17,2021,CA
West Family,3,17,2021,CA
West Family,4,17,2021,CA
West Family,5,17,2021,CA
West Family,6,17,2021,CA
West Family,7,17,2021,CA
West Family,8,17,2021,CA
West Family,9,17,2021,CA
West Family,10,17,2021,CA
West Family,11,17,2021,CA
West Family,12,17,2021,CA
West Family,13,17,2021,CA
West Family,14,17,2021,CA
West Family,15,17,2021,CA
West Family,16,17,2021,CA
West Family,17,17,2021,CA
West Sonoma Creek,1,17,2021,CA
West Sonoma Creek,2,17,2021,CA
West Sonoma Creek,3,17,2021,CA
West Sonoma Creek,4,17,2021,CA
West Sonoma Creek,5,17,2021,CA
West Sonoma Creek,6,17,2021,CA
West Sonoma Creek,7,17,2021,CA
West Sonoma Creek,8,17,2021,CA
West Sonoma Creek,9,17,2021,CA
West Sonoma Creek,10,17,2021,CA
West Sonoma Creek,11,17,2021,CA
West Sonoma Creek,12,17,2021,CA
West Sonoma Creek,13,17,2021,CA
West Sonoma Creek,14,17,2021,CA
West Sonoma Creek,15,17,2021,CA
West Sonoma Creek,16,17,2021,CA
West Sonoma Creek,17,17,2021,CA
White Slough,1,20,2022,JH
White Slough,2,20,2022,JH
White Slough,3,20,2022,JH
White Slough,4,20,2022,JH
White Slough,5,20,2022,JH
White Slough,6,20,2022,JH
White Slough,7,20,2022,JH
White Slough,8,20,2022,JH
White Slough,9,20,2022,JH
White Slough,10,20,2022,JH
White Slough,11,20,2022,JH
White Slough,12,20,2022,JH
White Slough,13,20,2022,JH
White Slough,14,20,2022,JH
White Slough,15,20,2022,JH
White Slough,16,20,2022,JH
White Slough,17,20,2022,JH
White Slough,18,20,2022,JH
White Slough,19,20,2022,JH
White Slough,20,20,2022,JH
Winter Island,1,5,2022,JH
Winter Island,2,5,2022,JH
Winter Island,3,5,2022,JH
Winter Island,4,5,2022,JH
Winter Island,5,5,2022,JH
